algorithm,trial,training_condition,parameter_source,teacher_weight,epoch,bit_index,bit_value,rail,hidden_neuron,weight
S-DES,0,es_no_teacher_stdp,ES,0.0,4,1,0,2,5,768.8557673881155
S-DES,0,es_no_teacher_stdp,ES,0.0,4,1,1,3,6,790.2287322763228
S-DES,0,es_no_teacher_stdp,ES,0.0,4,1,1,3,7,790.2287322763228
S-DES,0,es_no_teacher_stdp,ES,0.0,4,2,0,4,8,775.3805611362898
S-DES,0,es_no_teacher_stdp,ES,0.0,4,2,0,4,9,775.3805611362898
S-DES,0,es_no_teacher_stdp,ES,0.0,4,2,1,5,10,784.2276696983365
S-DES,0,es_no_teacher_stdp,ES,0.0,4,2,1,5,11,784.2276696983365
S-DES,0,es_no_teacher_stdp,ES,0.0,4,3,0,6,12,789.4320596257886
S-DES,0,es_no_teacher_stdp,ES,0.0,4,3,0,6,13,789.4320596257886
S-DES,0,es_no_teacher_stdp,ES,0.0,4,3,1,7,14,768.7521151230616
S-DES,0,es_no_teacher_stdp,ES,0.0,4,3,1,7,15,768.7521151230616
S-DES,0,es_no_teacher_stdp,ES,0.0,4,4,0,8,16,769.7349353743651
S-DES,0,es_no_teacher_stdp,ES,0.0,4,4,0,8,17,769.7349353743651
S-DES,0,es_no_teacher_stdp,ES,0.0,4,4,1,9,18,798.7286327796058
S-DES,0,es_no_teacher_stdp,ES,0.0,4,4,1,9,19,798.7286327796058
S-DES,0,es_no_teacher_stdp,ES,0.0,4,5,0,10,20,787.90424042021
S-DES,0,es_no_teacher_stdp,ES,0.0,4,5,0,10,21,787.90424042021
S-DES,0,es_no_teacher_stdp,ES,0.0,4,5,1,11,22,769.3285121682748
S-DES,0,es_no_teacher_stdp,ES,0.0,4,5,1,11,23,769.3285121682748
S-DES,0,es_no_teacher_stdp,ES,0.0,4,6,0,12,24,771.8165205034161
S-DES,0,es_no_teacher_stdp,ES,0.0,4,6,0,12,25,771.8165205034161
S-DES,0,es_no_teacher_stdp,ES,0.0,4,6,1,13,26,784.5284369292767
S-DES,0,es_no_teacher_stdp,ES,0.0,4,6,1,13,27,784.5284369292767
S-DES,0,es_no_teacher_stdp,ES,0.0,4,7,0,14,28,798.0224357562224
S-DES,0,es_no_teacher_stdp,ES,0.0,4,7,0,14,29,798.0224357562224
S-DES,0,es_no_teacher_stdp,ES,0.0,4,7,1,15,30,768.910808382174
S-DES,0,es_no_teacher_stdp,ES,0.0,4,7,1,15,31,768.910808382174
S-DES,0,es_no_teacher_stdp,ES,0.0,5,0,0,0,0,798.4191774429006
S-DES,0,es_no_teacher_stdp,ES,0.0,5,0,0,0,1,798.4191774429006
S-DES,0,es_no_teacher_stdp,ES,0.0,5,0,1,1,2,768.7659063777156
S-DES,0,es_no_teacher_stdp,ES,0.0,5,0,1,1,3,768.7659063777156
S-DES,0,es_no_teacher_stdp,ES,0.0,5,1,0,2,4,770.2259717776828
S-DES,0,es_no_teacher_stdp,ES,0.0,5,1,0,2,5,770.2259717776828
S-DES,0,es_no_teacher_stdp,ES,0.0,5,1,1,3,6,797.5075781085029
S-DES,0,es_no_teacher_stdp,ES,0.0,5,1,1,3,7,797.5075781085029
S-DES,0,es_no_teacher_stdp,ES,0.0,5,2,0,4,8,778.5458937504693
S-DES,0,es_no_teacher_stdp,ES,0.0,5,2,0,4,9,778.5458937504693
S-DES,0,es_no_teacher_stdp,ES,0.0,5,2,1,5,10,790.2585721044444
S-DES,0,es_no_teacher_stdp,ES,0.0,5,2,1,5,11,790.2585721044444
S-DES,0,es_no_teacher_stdp,ES,0.0,5,3,0,6,12,796.8116899701427
S-DES,0,es_no_teacher_stdp,ES,0.0,5,3,0,6,13,796.8116899701427
S-DES,0,es_no_teacher_stdp,ES,0.0,5,3,1,7,14,770.0309627332202
S-DES,0,es_no_teacher_stdp,ES,0.0,5,3,1,7,15,770.0309627332202
S-DES,0,es_no_teacher_stdp,ES,0.0,5,4,0,8,16,771.3830371486264
S-DES,0,es_no_teacher_stdp,ES,0.0,5,4,0,8,17,771.3830371486264
S-DES,0,es_no_teacher_stdp,ES,0.0,5,4,1,9,18,808.2977784082092
S-DES,0,es_no_teacher_stdp,ES,0.0,5,4,1,9,19,808.2977784082092
S-DES,0,es_no_teacher_stdp,ES,0.0,5,5,0,10,20,794.7721269993051
S-DES,0,es_no_teacher_stdp,ES,0.0,5,5,0,10,21,794.7721269993051
S-DES,0,es_no_teacher_stdp,ES,0.0,5,5,1,11,22,770.7688627092315
S-DES,0,es_no_teacher_stdp,ES,0.0,5,5,1,11,23,770.7688627092315
S-DES,0,es_no_teacher_stdp,ES,0.0,5,6,0,12,24,773.9334292376614
S-DES,0,es_no_teacher_stdp,ES,0.0,5,6,0,12,25,773.9334292376614
S-DES,0,es_no_teacher_stdp,ES,0.0,5,6,1,13,26,790.3991453469301
S-DES,0,es_no_teacher_stdp,ES,0.0,5,6,1,13,27,790.3991453469301
S-DES,0,es_no_teacher_stdp,ES,0.0,5,7,0,14,28,807.3521504324905
S-DES,0,es_no_teacher_stdp,ES,0.0,5,7,0,14,29,807.3521504324905
S-DES,0,es_no_teacher_stdp,ES,0.0,5,7,1,15,30,770.2827540805417
S-DES,0,es_no_teacher_stdp,ES,0.0,5,7,1,15,31,770.2827540805417
S-DES,0,teacher_assisted_es,ES,1200.0,0,0,0,0,0,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,0,0,0,1,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,0,1,1,2,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,0,1,1,3,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,1,0,2,4,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,1,0,2,5,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,1,1,3,6,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,1,1,3,7,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,2,0,4,8,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,2,0,4,9,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,2,1,5,10,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,2,1,5,11,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,3,0,6,12,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,3,0,6,13,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,3,1,7,14,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,3,1,7,15,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,4,0,8,16,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,4,0,8,17,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,4,1,9,18,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,4,1,9,19,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,5,0,10,20,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,5,0,10,21,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,5,1,11,22,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,5,1,11,23,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,6,0,12,24,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,6,0,12,25,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,6,1,13,26,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,6,1,13,27,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,7,0,14,28,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,7,0,14,29,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,7,1,15,30,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,0,7,1,15,31,763.7466297241599
S-DES,0,teacher_assisted_es,ES,1200.0,1,0,0,0,0,786.6287289149158
S-DES,0,teacher_assisted_es,ES,1200.0,1,0,0,0,1,786.6287289149158
S-DES,0,teacher_assisted_es,ES,1200.0,1,0,1,1,2,767.2581766510864
S-DES,0,teacher_assisted_es,ES,1200.0,1,0,1,1,3,767.2581766510864
S-DES,0,teacher_assisted_es,ES,1200.0,1,1,0,2,4,768.5637030161289
S-DES,0,teacher_assisted_es,ES,1200.0,1,1,0,2,5,768.5637030161289
S-DES,0,teacher_assisted_es,ES,1200.0,1,1,1,3,6,787.2095071907447
S-DES,0,teacher_assisted_es,ES,1200.0,1,1,1,3,7,787.2095071907447
S-DES,0,teacher_assisted_es,ES,1200.0,1,2,0,4,8,773.1908961570568
S-DES,0,teacher_assisted_es,ES,1200.0,1,2,0,4,9,773.1908961570568
S-DES,0,teacher_assisted_es,ES,1200.0,1,2,1,5,10,782.143064760208
S-DES,0,teacher_assisted_es,ES,1200.0,1,2,1,5,11,782.143064760208
S-DES,0,teacher_assisted_es,ES,1200.0,1,3,0,6,12,785.7272064213032
S-DES,0,teacher_assisted_es,ES,1200.0,1,3,0,6,13,785.7272064213032
S-DES,0,teacher_assisted_es,ES,1200.0,1,3,1,7,14,768.1324838327549
S-DES,0,teacher_assisted_es,ES,1200.0,1,3,1,7,15,768.1324838327549
S-DES,0,teacher_assisted_es,ES,1200.0,1,4,0,8,16,769.3409231192247
S-DES,0,teacher_assisted_es,ES,1200.0,1,4,0,8,17,769.3409231192247
S-DES,0,teacher_assisted_es,ES,1200.0,1,4,1,9,18,793.6965391420732
S-DES,0,teacher_assisted_es,ES,1200.0,1,4,1,9,19,793.6965391420732
S-DES,0,teacher_assisted_es,ES,1200.0,1,5,0,10,20,784.9811546542805
S-DES,0,teacher_assisted_es,ES,1200.0,1,5,0,10,21,784.9811546542805
S-DES,0,teacher_assisted_es,ES,1200.0,1,5,1,11,22,768.7198705957211
S-DES,0,teacher_assisted_es,ES,1200.0,1,5,1,11,23,768.7198705957211
S-DES,0,teacher_assisted_es,ES,1200.0,1,6,0,12,24,771.0997844170215
S-DES,0,teacher_assisted_es,ES,1200.0,1,6,0,12,25,771.0997844170215
S-DES,0,teacher_assisted_es,ES,1200.0,1,6,1,13,26,782.54963866627
S-DES,0,teacher_assisted_es,ES,1200.0,1,6,1,13,27,782.54963866627
S-DES,0,teacher_assisted_es,ES,1200.0,1,7,0,14,28,792.5611574019276
S-DES,0,teacher_assisted_es,ES,1200.0,1,7,0,14,29,792.5611574019276
S-DES,0,teacher_assisted_es,ES,1200.0,1,7,1,15,30,767.8369773400192
S-DES,0,teacher_assisted_es,ES,1200.0,1,7,1,15,31,767.8369773400192
S-DES,0,teacher_assisted_es,ES,1200.0,2,0,0,0,0,811.1390972922749
S-DES,0,teacher_assisted_es,ES,1200.0,2,0,0,0,1,811.1390972922749
S-DES,0,teacher_assisted_es,ES,1200.0,2,0,1,1,2,771.1228438832453
S-DES,0,teacher_assisted_es,ES,1200.0,2,0,1,1,3,771.1228438832453
S-DES,0,teacher_assisted_es,ES,1200.0,2,1,0,2,4,773.728272479091
S-DES,0,teacher_assisted_es,ES,1200.0,2,1,0,2,5,773.728272479091
S-DES,0,teacher_assisted_es,ES,1200.0,2,1,1,3,6,811.3946133741753
S-DES,0,teacher_assisted_es,ES,1200.0,2,1,1,3,7,811.3946133741753
S-DES,0,teacher_assisted_es,ES,1200.0,2,2,0,4,8,784.7618669779722
S-DES,0,teacher_assisted_es,ES,1200.0,2,2,0,4,9,784.7618669779722
S-DES,0,teacher_assisted_es,ES,1200.0,2,2,1,5,10,800.8865933717743
S-DES,0,teacher_assisted_es,ES,1200.0,2,2,1,5,11,800.8865933717743
S-DES,0,teacher_assisted_es,ES,1200.0,2,3,0,6,12,808.9709292593811
S-DES,0,teacher_assisted_es,ES,1200.0,2,3,0,6,13,808.9709292593811
S-DES,0,teacher_assisted_es,ES,1200.0,2,3,1,7,14,772.913247307683
S-DES,0,teacher_assisted_es,ES,1200.0,2,3,1,7,15,772.913247307683
S-DES,0,teacher_assisted_es,ES,1200.0,2,4,0,8,16,775.6714093686484
S-DES,0,teacher_assisted_es,ES,1200.0,2,4,0,8,17,775.6714093686484
S-DES,0,teacher_assisted_es,ES,1200.0,2,4,1,9,18,824.788071336457
S-DES,0,teacher_assisted_es,ES,1200.0,2,4,1,9,19,824.788071336457
S-DES,0,teacher_assisted_es,ES,1200.0,2,5,0,10,20,807.3532772903965
S-DES,0,teacher_assisted_es,ES,1200.0,2,5,0,10,21,807.3532772903965
S-DES,0,teacher_assisted_es,ES,1200.0,2,5,1,11,22,774.4036785964754
S-DES,0,teacher_assisted_es,ES,1200.0,2,5,1,11,23,774.4036785964754
S-DES,0,teacher_assisted_es,ES,1200.0,2,6,0,12,24,779.1538667916458
S-DES,0,teacher_assisted_es,ES,1200.0,2,6,0,12,25,779.1538667916458
S-DES,0,teacher_assisted_es,ES,1200.0,2,6,1,13,26,801.6160398288245
S-DES,0,teacher_assisted_es,ES,1200.0,2,6,1,13,27,801.6160398288245
S-DES,0,teacher_assisted_es,ES,1200.0,2,7,0,14,28,822.5051927600291
S-DES,0,teacher_assisted_es,ES,1200.0,2,7,0,14,29,822.5051927600291
S-DES,0,teacher_assisted_es,ES,1200.0,2,7,1,15,30,772.9322672703883
S-DES,0,teacher_assisted_es,ES,1200.0,2,7,1,15,31,772.9322672703883
S-DES,0,teacher_assisted_es,ES,1200.0,3,0,0,0,0,836.6161132374417
S-DES,0,teacher_assisted_es,ES,1200.0,3,0,0,0,1,836.6161132374417
S-DES,0,teacher_assisted_es,ES,1200.0,3,0,1,1,2,775.02506223944
S-DES,0,teacher_assisted_es,ES,1200.0,3,0,1,1,3,775.02506223944
S-DES,0,teacher_assisted_es,ES,1200.0,3,1,0,2,4,778.9170649030127
S-DES,0,teacher_assisted_es,ES,1200.0,3,1,0,2,5,778.9170649030127
S-DES,0,teacher_assisted_es,ES,1200.0,3,1,1,3,6,836.4417120908167
S-DES,0,teacher_assisted_es,ES,1200.0,3,1,1,3,7,836.4417120908167
S-DES,0,teacher_assisted_es,ES,1200.0,3,2,0,4,8,796.2340920948361
S-DES,0,teacher_assisted_es,ES,1200.0,3,2,0,4,9,796.2340920948361
S-DES,0,teacher_assisted_es,ES,1200.0,3,2,1,5,10,820.5451745128375
S-DES,0,teacher_assisted_es,ES,1200.0,3,2,1,5,11,820.5451745128375
S-DES,0,teacher_assisted_es,ES,1200.0,3,3,0,6,12,833.3408982218609
S-DES,0,teacher_assisted_es,ES,1200.0,3,3,0,6,13,833.3408982218609
S-DES,0,teacher_assisted_es,ES,1200.0,3,3,1,7,14,777.6268795970161
S-DES,0,teacher_assisted_es,ES,1200.0,3,3,1,7,15,777.6268795970161
S-DES,0,teacher_assisted_es,ES,1200.0,3,4,0,8,16,782.0727394337401
S-DES,0,teacher_assisted_es,ES,1200.0,3,4,0,8,17,782.0727394337401
S-DES,0,teacher_assisted_es,ES,1200.0,3,4,1,9,18,856.5120246609016
S-DES,0,teacher_assisted_es,ES,1200.0,3,4,1,9,19,856.5120246609016
S-DES,0,teacher_assisted_es,ES,1200.0,3,5,0,10,20,830.3158845755108
S-DES,0,teacher_assisted_es,ES,1200.0,3,5,0,10,21,830.3158845755108
S-DES,0,teacher_assisted_es,ES,1200.0,3,5,1,11,22,780.2369290427213
S-DES,0,teacher_assisted_es,ES,1200.0,3,5,1,11,23,780.2369290427213
S-DES,0,teacher_assisted_es,ES,1200.0,3,6,0,12,24,787.2746592988041
S-DES,0,teacher_assisted_es,ES,1200.0,3,6,0,12,25,787.2746592988041
S-DES,0,teacher_assisted_es,ES,1200.0,3,6,1,13,26,821.3794313333046
S-DES,0,teacher_assisted_es,ES,1200.0,3,6,1,13,27,821.3794313333046
S-DES,0,teacher_assisted_es,ES,1200.0,3,7,0,14,28,853.3001467351545
S-DES,0,teacher_assisted_es,ES,1200.0,3,7,0,14,29,853.3001467351545
S-DES,0,teacher_assisted_es,ES,1200.0,3,7,1,15,30,778.193018906503
S-DES,0,teacher_assisted_es,ES,1200.0,3,7,1,15,31,778.193018906503
S-DES,0,teacher_assisted_es,ES,1200.0,4,0,0,0,0,862.7854276714262
S-DES,0,teacher_assisted_es,ES,1200.0,4,0,0,0,1,862.7854276714262
S-DES,0,teacher_assisted_es,ES,1200.0,4,0,1,1,2,779.0883381153952
S-DES,0,teacher_assisted_es,ES,1200.0,4,0,1,1,3,779.0883381153952
S-DES,0,teacher_assisted_es,ES,1200.0,4,1,0,2,4,784.1637191339918
S-DES,0,teacher_assisted_es,ES,1200.0,4,1,0,2,5,784.1637191339918
S-DES,0,teacher_assisted_es,ES,1200.0,4,1,1,3,6,862.1105447016155
S-DES,0,teacher_assisted_es,ES,1200.0,4,1,1,3,7,862.1105447016155
S-DES,0,teacher_assisted_es,ES,1200.0,4,2,0,4,8,807.7450955188652
S-DES,0,teacher_assisted_es,ES,1200.0,4,2,0,4,9,807.7450955188652
S-DES,0,teacher_assisted_es,ES,1200.0,4,2,1,5,10,840.5983815242029
S-DES,0,teacher_assisted_es,ES,1200.0,4,2,1,5,11,840.5983815242029
S-DES,0,teacher_assisted_es,ES,1200.0,4,3,0,6,12,858.3628402300104
S-DES,0,teacher_assisted_es,ES,1200.0,4,3,0,6,13,858.3628402300104
S-DES,0,teacher_assisted_es,ES,1200.0,4,3,1,7,14,782.5323984266241
S-DES,0,teacher_assisted_es,ES,1200.0,4,3,1,7,15,782.5323984266241
S-DES,0,teacher_assisted_es,ES,1200.0,4,4,0,8,16,788.5745960249524
S-DES,0,teacher_assisted_es,ES,1200.0,4,4,0,8,17,788.5745960249524
S-DES,0,teacher_assisted_es,ES,1200.0,4,4,1,9,18,890.0139563940411
S-DES,0,teacher_assisted_es,ES,1200.0,4,4,1,9,19,890.0139563940411
S-DES,0,teacher_assisted_es,ES,1200.0,4,5,0,10,20,853.6829288573026
S-DES,0,teacher_assisted_es,ES,1200.0,4,5,0,10,21,853.6829288573026
S-DES,0,teacher_assisted_es,ES,1200.0,4,5,1,11,22,785.9024399938241
S-DES,0,teacher_assisted_es,ES,1200.0,4,5,1,11,23,785.9024399938241
S-DES,0,teacher_assisted_es,ES,1200.0,4,6,0,12,24,795.1560051720211
S-DES,0,teacher_assisted_es,ES,1200.0,4,6,0,12,25,795.1560051720211
S-DES,0,teacher_assisted_es,ES,1200.0,4,6,1,13,26,841.3518834155309
S-DES,0,teacher_assisted_es,ES,1200.0,4,6,1,13,27,841.3518834155309
S-DES,0,teacher_assisted_es,ES,1200.0,4,7,0,14,28,885.7667803127379
S-DES,0,teacher_assisted_es,ES,1200.0,4,7,0,14,29,885.7667803127379
S-DES,0,teacher_assisted_es,ES,1200.0,4,7,1,15,30,783.7107450925017
S-DES,0,teacher_assisted_es,ES,1200.0,4,7,1,15,31,783.7107450925017
S-DES,0,teacher_assisted_es,ES,1200.0,5,0,0,0,0,889.4217516127014
S-DES,0,teacher_assisted_es,ES,1200.0,5,0,0,0,1,889.4217516127014
S-DES,0,teacher_assisted_es,ES,1200.0,5,0,1,1,2,783.091810595004
S-DES,0,teacher_assisted_es,ES,1200.0,5,0,1,1,3,783.091810595004
S-DES,0,teacher_assisted_es,ES,1200.0,5,1,0,2,4,789.3926317026119
S-DES,0,teacher_assisted_es,ES,1200.0,5,1,0,2,5,789.3926317026119
S-DES,0,teacher_assisted_es,ES,1200.0,5,1,1,3,6,888.6595769890448
S-DES,0,teacher_assisted_es,ES,1200.0,5,1,1,3,7,888.6595769890448
S-DES,0,teacher_assisted_es,ES,1200.0,5,2,0,4,8,819.7840686698719
S-DES,0,teacher_assisted_es,ES,1200.0,5,2,0,4,9,819.7840686698719
S-DES,0,teacher_assisted_es,ES,1200.0,5,2,1,5,10,861.202422875115
S-DES,0,teacher_assisted_es,ES,1200.0,5,2,1,5,11,861.202422875115
S-DES,0,teacher_assisted_es,ES,1200.0,5,3,0,6,12,883.9342715901734
S-DES,0,teacher_assisted_es,ES,1200.0,5,3,0,6,13,883.9342715901734
S-DES,0,teacher_assisted_es,ES,1200.0,5,3,1,7,14,787.2188047668651
S-DES,0,teacher_assisted_es,ES,1200.0,5,3,1,7,15,787.2188047668651
S-DES,0,teacher_assisted_es,ES,1200.0,5,4,0,8,16,795.0299873888904
S-DES,0,teacher_assisted_es,ES,1200.0,5,4,0,8,17,795.0299873888904
S-DES,0,teacher_assisted_es,ES,1200.0,5,4,1,9,18,924.787855851529
S-DES,0,teacher_assisted_es,ES,1200.0,5,4,1,9,19,924.787855851529
S-DES,0,teacher_assisted_es,ES,1200.0,5,5,0,10,20,878.0484994533334
S-DES,0,teacher_assisted_es,ES,1200.0,5,5,0,10,21,878.0484994533334
S-DES,0,teacher_assisted_es,ES,1200.0,5,5,1,11,22,791.6024881957255
S-DES,0,teacher_assisted_es,ES,1200.0,5,5,1,11,23,791.6024881957255
S-DES,0,teacher_assisted_es,ES,1200.0,5,6,0,12,24,803.2784793992785
S-DES,0,teacher_assisted_es,ES,1200.0,5,6,0,12,25,803.2784793992785
S-DES,0,teacher_assisted_es,ES,1200.0,5,6,1,13,26,861.8348420582623
S-DES,0,teacher_assisted_es,ES,1200.0,5,6,1,13,27,861.8348420582623
S-DES,0,teacher_assisted_es,ES,1200.0,5,7,0,14,28,919.2881102117941
S-DES,0,teacher_assisted_es,ES,1200.0,5,7,0,14,29,919.2881102117941
S-DES,0,teacher_assisted_es,ES,1200.0,5,7,1,15,30,789.0541437591086
S-DES,0,teacher_assisted_es,ES,1200.0,5,7,1,15,31,789.0541437591086
S-DES,1,default_no_teacher_stdp,default,0.0,0,0,0,0,0,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,0,0,0,1,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,0,1,1,2,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,0,1,1,3,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,1,0,2,4,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,1,0,2,5,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,1,1,3,6,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,1,1,3,7,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,2,0,4,8,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,2,0,4,9,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,2,1,5,10,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,2,1,5,11,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,3,0,6,12,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,3,0,6,13,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,3,1,7,14,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,3,1,7,15,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,4,0,8,16,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,4,0,8,17,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,4,1,9,18,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,4,1,9,19,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,5,0,10,20,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,5,0,10,21,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,5,1,11,22,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,5,1,11,23,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,6,0,12,24,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,6,0,12,25,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,6,1,13,26,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,6,1,13,27,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,7,0,14,28,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,7,0,14,29,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,7,1,15,30,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,0,7,1,15,31,650.0
S-DES,1,default_no_teacher_stdp,default,0.0,1,0,0,0,0,658.362679886518
S-DES,1,default_no_teacher_stdp,default,0.0,1,0,0,0,1,658.362679886518
S-DES,1,default_no_teacher_stdp,default,0.0,1,0,1,1,2,651.0210142032934
S-DES,1,default_no_teacher_stdp,default,0.0,1,0,1,1,3,651.0210142032934
S-DES,1,default_no_teacher_stdp,default,0.0,1,1,0,2,4,651.3540713281346
S-DES,1,default_no_teacher_stdp,default,0.0,1,1,0,2,5,651.3540713281346
S-DES,1,default_no_teacher_stdp,default,0.0,1,1,1,3,6,657.8736263460963
S-DES,1,default_no_teacher_stdp,default,0.0,1,1,1,3,7,657.8736263460963
S-DES,1,default_no_teacher_stdp,default,0.0,1,2,0,4,8,653.152884887387
S-DES,1,default_no_teacher_stdp,default,0.0,1,2,0,4,9,653.152884887387
S-DES,1,default_no_teacher_stdp,default,0.0,1,2,1,5,10,656.682967417477
S-DES,1,default_no_teacher_stdp,default,0.0,1,2,1,5,11,656.682967417477
S-DES,1,default_no_teacher_stdp,default,0.0,1,3,0,6,12,658.0052176781217
S-DES,1,default_no_teacher_stdp,default,0.0,1,3,0,6,13,658.0052176781217
S-DES,1,default_no_teacher_stdp,default,0.0,1,3,1,7,14,651.550658310005
S-DES,1,default_no_teacher_stdp,default,0.0,1,3,1,7,15,651.550658310005
S-DES,1,default_no_teacher_stdp,default,0.0,1,4,0,8,16,651.5696662124875
S-DES,1,default_no_teacher_stdp,default,0.0,1,4,0,8,17,651.5696662124875
S-DES,1,default_no_teacher_stdp,default,0.0,1,4,1,9,18,660.3481628361855
S-DES,1,default_no_teacher_stdp,default,0.0,1,4,1,9,19,660.3481628361855
S-DES,1,default_no_teacher_stdp,default,0.0,1,5,0,10,20,657.231573704753
S-DES,1,default_no_teacher_stdp,default,0.0,1,5,0,10,21,657.231573704753
S-DES,1,default_no_teacher_stdp,default,0.0,1,5,1,11,22,651.6856661888821
S-DES,1,default_no_teacher_stdp,default,0.0,1,5,1,11,23,651.6856661888821
S-DES,1,default_no_teacher_stdp,default,0.0,1,6,0,12,24,652.0935206993776
S-DES,1,default_no_teacher_stdp,default,0.0,1,6,0,12,25,652.0935206993776
S-DES,1,default_no_teacher_stdp,default,0.0,1,6,1,13,26,656.430039799899
S-DES,1,default_no_teacher_stdp,default,0.0,1,6,1,13,27,656.430039799899
S-DES,1,default_no_teacher_stdp,default,0.0,1,7,0,14,28,660.0536446817823
S-DES,1,default_no_teacher_stdp,default,0.0,1,7,0,14,29,660.0536446817823
S-DES,1,default_no_teacher_stdp,default,0.0,1,7,1,15,30,651.3750896112439
S-DES,1,default_no_teacher_stdp,default,0.0,1,7,1,15,31,651.3750896112439
S-DES,1,default_no_teacher_stdp,default,0.0,2,0,0,0,0,666.6659844044191
S-DES,1,default_no_teacher_stdp,default,0.0,2,0,0,0,1,666.6659844044191
S-DES,1,default_no_teacher_stdp,default,0.0,2,0,1,1,2,652.2086521389614
S-DES,1,default_no_teacher_stdp,default,0.0,2,0,1,1,3,652.2086521389614
S-DES,1,default_no_teacher_stdp,default,0.0,2,1,0,2,4,652.8556922857133
S-DES,1,default_no_teacher_stdp,default,0.0,2,1,0,2,5,652.8556922857133
S-DES,1,default_no_teacher_stdp,default,0.0,2,1,1,3,6,665.8740034179739
S-DES,1,default_no_teacher_stdp,default,0.0,2,1,1,3,7,665.8740034179739
S-DES,1,default_no_teacher_stdp,default,0.0,2,2,0,4,8,657.0723216563595
S-DES,1,default_no_teacher_stdp,default,0.0,2,2,0,4,9,657.0723216563595
S-DES,1,default_no_teacher_stdp,default,0.0,2,2,1,5,10,663.1196888813157
